Protein Type	Protein Names	File Name	Accession ID	Hit Number	Hit ID	Hit Length	Species	Query Definition	Hsp Bit Score	Hsp Score	Hsp E-value	Identity	Positives	Gaps	Hsp Qseq	Hsp Hseq	Database
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	111	XP_002174216.1	297	Schizosaccharomyces japonicus	>XP_002174216.1 CMGC/CDK/CDC2 protein kinase Cdc2 [Schizosaccharomyces japonicus	N/A	403	1.00E-139	64.53	231/296	6/296	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	112	WFD19677.1	297	Malassezia caprae	>WFD19677.1 cyclin-dependent kinase [Malassezia caprae]	N/A	403	1.00E-139	65.87	236/293	8/293	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	113	XP_009265790.1	328	Wallemia ichthyophaga EXF-994	>XP_009265790.1 Cyclin-dependent kinase 1 [Wallemia ichthyophaga EXF-994]	N/A	404	1.00E-139	64.48	236/290	5/290	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	114	XP_021877353.1	318	Lobosporangium transversale	>XP_021877353.1 kinase-like domain-containing protein [Lobosporangium transversale]	N/A	404	2.00E-139	65.29	237/291	6/291	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	115	XP_007881052.1	297	Pseudozyma flocculosa PF-1	>XP_007881052.1 uncharacterized protein PFL1_05329 [Pseudozyma flocculosa PF-1]	N/A	403	2.00E-139	63.73	237/295	5/295	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	116	WVR03970.1	295	Kwoniella sp. DSM 27419	>WVR03970.1 cyclin-dependent kinase 1 [Kwoniella sp. DSM 27419]	N/A	402	2.00E-139	64.93	236/288	1/288	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	117	KAJ1955206.1	299	Linderina pennispora	>KAJ1955206.1 Cyclin-dependent kinase catalytic subunit [Linderina pennispora]	N/A	403	2.00E-139	63.67	233/289	1/289	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	118	XP_002493791.1	322	Komagataella phaffii GS115	>XP_002493791.1 uncharacterized protein PAS_chr4_0950 [Komagataella phaffii GS115]	N/A	404	2.00E-139	65.87	237/293	6/293	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	119	XP_038780263.1	320	Brettanomyces nanus	>XP_038780263.1 Cyclin-dependent kinase catalytic subunit [Brettanomyces nanus]	N/A	404	2.00E-139	64.85	240/293	6/293	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	120	KAF8595827.1	296	Ceratobasidium sp. AG-I	>KAF8595827.1 Pkinase-domain-containing protein [Ceratobasidium sp. AG-I]	N/A	402	2.00E-139	64.29	233/294	4/294	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	121	KAJ3163133.1	311	Geranomyces michiganensis	>KAJ3163133.1 Cyclin-dependent kinase catalytic subunit [Geranomyces michiganensis]	N/A	403	2.00E-139	64.16	237/293	4/293	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	122	KAK1927385.1	297	Papiliotrema laurentii	>KAK1927385.1 Cdc2 cyclin-dependent kinase [Papiliotrema laurentii]	N/A	402	2.00E-139	65.62	235/288	1/288	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	123	XP_060455571.1	295	Cutaneotrichosporon	>XP_060455571.1 uncharacterized protein CcaverHIS019_0303760 [Cutaneotrichosporon	N/A	402	3.00E-139	64.93	235/288	1/288	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	124	KAJ3326023.1	289	Boothiomyces sp. JEL0866	>KAJ3326023.1 Cyclin-dependent kinase 2 [Boothiomyces sp. JEL0866]	N/A	402	3.00E-139	65.98	227/291	3/291	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	125	XP_018227382.1	304	Pneumocystis carinii B80	>XP_018227382.1 cyclin-dependent kinase 1 [Pneumocystis carinii B80]	N/A	403	3.00E-139	63.01	235/292	0/292	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	126	AAD05577.1	300	Pneumocystis carinii	>AAD05577.1 Cdc2 cyclin-dependent kinase [Pneumocystis carinii]	N/A	402	3.00E-139	63.01	235/292	0/292	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	127	XP_025347166.1	301	Pseudomicrostroma glucosiphilum	>XP_025347166.1 putative Cdk1-cyclin-dependent kinase 1 [Pseudomicrostroma glucosiphilum]	N/A	402	3.00E-139	64.29	234/294	4/294	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	128	KAK9477414.1	299	Lipomyces japonicus	>KAK9477414.1 kinase-like domain-containing protein [Lipomyces japonicus]	N/A	402	3.00E-139	65.4	235/289	2/289	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	129	WFD26600.1	297	Malassezia nana	>WFD26600.1 cyclin-dependent kinase [Malassezia nana]	N/A	402	3.00E-139	65.53	237/293	8/293	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	130	XP_018264532.1	296	Kwoniella dejecticola CBS 10117	>XP_018264532.1 cyclin-dependent kinase 1 [Kwoniella dejecticola CBS 10117]	N/A	402	3.00E-139	64.36	237/289	1/289	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	131	CAE6521020.1	299	Rhizoctonia solani	">CAE6521020.1 unnamed protein product, partial [Rhizoctonia solani]"	N/A	402	4.00E-139	64.63	232/294	4/294	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	132	KAJ2517516.1	299	Coemansia sp. RSA	>KAJ2517516.1 Cyclin-dependent kinase catalytic subunit [Coemansia sp. RSA	N/A	402	4.00E-139	63.07	233/287	1/287	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	133	AAC06329.1	300	Pneumocystis carinii	>AAC06329.1 Cdc2 cyclin-dependent kinase [Pneumocystis carinii]	N/A	402	4.00E-139	63.01	235/292	0/292	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	134	BEI98082.1	295	Cutaneotrichosporon	>BEI98082.1 hypothetical protein CcaverHIS631_0303810 [Cutaneotrichosporon	N/A	402	5.00E-139	64.93	235/288	1/288	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	135	KAI9477378.1	297	Coemansia mojavensis	>KAI9477378.1 kinase-like domain-containing protein [Coemansia mojavensis]	N/A	402	5.00E-139	64.01	231/289	1/289	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	136	KDN34786.1	296	Rhizoctonia solani AG-8 WAC10335	">KDN34786.1 Cyclin-dependent kinase 1, partial [Rhizoctonia solani AG-8 WAC10335]"	N/A	402	5.00E-139	64.63	232/294	4/294	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	137	PIA14698.1	297	Coemansia reversa NRRL 1564	>PIA14698.1 Pkinase-domain-containing protein [Coemansia reversa NRRL 1564]	N/A	402	5.00E-139	64.71	235/289	1/289	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	138	BEJ13345.1	411	Cutaneotrichosporon sp.	>BEJ13345.1 hypothetical protein CspHIS471_0305190 [Cutaneotrichosporon sp.	N/A	406	5.00E-139	65.62	236/288	1/288	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	139	XP_007872232.1	300	Pneumocystis murina B123	>XP_007872232.1 cyclin-dependent kinase 1 [Pneumocystis murina B123]	N/A	402	6.00E-139	63.01	235/292	0/292	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	140	KAJ1864840.1	299	Coemansia sp. RSA	>KAJ1864840.1 Cyclin-dependent kinase catalytic subunit [Coemansia sp. RSA	N/A	402	6.00E-139	64.01	231/289	1/289	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	141	KAF9905455.1	336	Linnemannia zychae	>KAF9905455.1 Cyclin-dependent kinase 3 [Linnemannia zychae]	N/A	403	6.00E-139	64.36	238/289	2/289	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	142	KAK6346512.1	308	Orbilia brochopaga	>KAK6346512.1 Cyclin-dependent kinase catalytic subunit [Orbilia brochopaga]	N/A	402	7.00E-139	64.31	235/297	4/297	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	143	CUA78372.1	296	Rhizoctonia solani	>CUA78372.1 cyclin-dependent kinase 5 [Rhizoctonia solani]	N/A	401	7.00E-139	63.95	233/294	4/294	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	144	KAF9436613.1	315	Entomortierella beljakovae	>KAF9436613.1 Cyclin-dependent kinase 3 [Entomortierella beljakovae]	N/A	402	7.00E-139	66.32	235/291	3/291	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	145	XP_001729871.1	297	Malassezia globosa CBS 7966	>XP_001729871.1 uncharacterized protein MGL_2857 [Malassezia globosa CBS 7966]	N/A	401	7.00E-139	65.87	237/293	8/293	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	146	EUC58463.1	296	Rhizoctonia solani AG-3 Rhs1AP	>EUC58463.1 Cdc2 cyclin-dependent kinase [Rhizoctonia solani AG-3 Rhs1AP]	N/A	401	8.00E-139	64.29	231/294	4/294	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	147	KAJ1795995.1	297	Coemansia sp. RSA	>KAJ1795995.1 Cyclin-dependent kinase catalytic subunit [Coemansia sp. RSA	N/A	401	8.00E-139	63.41	232/287	1/287	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	148	CAE6368384.1	323	Rhizoctonia solani	>CAE6368384.1 unnamed protein product [Rhizoctonia solani]	N/A	402	9.00E-139	63.95	233/294	4/294	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	149	KAJ1904381.1	299	Coemansia sp. IMI	>KAJ1904381.1 Cyclin-dependent kinase catalytic subunit [Coemansia sp. IMI	N/A	401	9.00E-139	63.41	232/287	1/287	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	150	KAJ1933958.1	297	Linderina macrospora	>KAJ1933958.1 Cyclin-dependent kinase catalytic subunit [Linderina macrospora]	N/A	401	1.00E-138	63.41	231/287	1/287	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	151	XP_018230525.1	300	Pneumocystis jirovecii RU7	>XP_018230525.1 cyclin-dependent kinase 1 [Pneumocystis jirovecii RU7]	N/A	401	1.00E-138	62.76	234/290	0/290	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	152	KAG8742702.1	296	Ceratobasidium sp.	>KAG8742702.1 Cyclin-dependent kinase catalytic subunit [Ceratobasidium sp.	N/A	400	1.00E-138	63.95	233/294	4/294	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	153	XP_019016816.1	318	Pichia membranifaciens	>XP_019016816.1 hypothetical protein PICMEDRAFT_16991 [Pichia membranifaciens	N/A	401	1.00E-138	63.55	238/299	2/299	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	154	KAJ2617587.1	307	Coemansia sp. RSA	>KAJ2617587.1 Cyclin-dependent kinase catalytic subunit [Coemansia sp. RSA	N/A	401	2.00E-138	63.97	236/297	9/297	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	155	XP_018282496.1	295	Cutaneotrichosporon oleaginosum	>XP_018282496.1 uncharacterized protein COLE_06030 [Cutaneotrichosporon oleaginosum]	N/A	400	2.00E-138	64.36	235/289	1/289	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	156	KAG8722649.1	295	Ceratobasidium sp.	>KAG8722649.1 Cyclin-dependent kinase catalytic subunit [Ceratobasidium sp.	N/A	400	2.00E-138	63.61	232/294	4/294	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	157	WFD34608.1	297	Malassezia cuniculi	>WFD34608.1 cyclin-dependent kinase [Malassezia cuniculi]	N/A	400	2.00E-138	64.86	235/296	8/296	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	158	OLY79655.1	292	Smittium mucronatum	>OLY79655.1 Cyclin-dependent kinase A-1 [Smittium mucronatum]	N/A	400	2.00E-138	63.1	235/290	1/290	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	159	KAJ3314160.1	289	Boothiomyces sp. JEL0838	>KAJ3314160.1 Cyclin-dependent kinase 2 [Boothiomyces sp. JEL0838]	N/A	400	2.00E-138	65.29	228/291	3/291	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	160	KAJ1666944.1	297	Coemansia sp. RSA	>KAJ1666944.1 Cyclin-dependent kinase catalytic subunit [Coemansia sp. RSA	N/A	400	2.00E-138	63.07	232/287	1/287	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	161	KAJ2554813.1	299	Coemansia sp. RSA	>KAJ2554813.1 Cyclin-dependent kinase catalytic subunit [Coemansia sp. RSA	N/A	400	2.00E-138	63.07	231/287	1/287	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	162	KAJ2093034.1	299	Coemansia sp. RSA	>KAJ2093034.1 Cyclin-dependent kinase catalytic subunit [Coemansia sp. RSA	N/A	400	2.00E-138	63.07	232/287	1/287	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	163	CAE6396821.1	296	Rhizoctonia solani	>CAE6396821.1 unnamed protein product [Rhizoctonia solani]	N/A	400	2.00E-138	63.61	232/294	4/294	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	164	KAJ1302483.1	296	Rhizoctonia solani	>KAJ1302483.1 hypothetical protein OPQ81_002801 [Rhizoctonia solani]	N/A	400	2.00E-138	63.61	232/294	4/294	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	165	KAJ1679854.1	291	Spiromyces aspiralis	>KAJ1679854.1 Cyclin-dependent kinase catalytic subunit [Spiromyces aspiralis]	N/A	400	3.00E-138	64.01	230/289	1/289	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	166	WFD23293.1	305	Malassezia equina	>WFD23293.1 cyclin-dependent kinase [Malassezia equina]	N/A	400	3.00E-138	64.78	237/301	16/301	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	167	KAJ1984867.1	290	Dimargaris verticillata	>KAJ1984867.1 Cyclin-dependent kinase catalytic subunit [Dimargaris verticillata]	N/A	400	3.00E-138	64.71	229/289	1/289	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	168	XP_027486033.1	297	Malassezia restricta	>XP_027486033.1 cyclin-dependent kinase [Malassezia restricta]	N/A	400	3.00E-138	65.19	236/293	8/293	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	169	XP_056061725.1	297	Malassezia vespertilionis	>XP_056061725.1 cyclin-dependent kinase [Malassezia vespertilionis]	N/A	400	3.00E-138	65.53	236/293	8/293	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	170	KAG0291528.1	324	Linnemannia gamsii	>KAG0291528.1 Cyclin-dependent kinase catalytic subunit [Linnemannia gamsii]	N/A	401	3.00E-138	65.05	233/289	2/289	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	171	KAF9540959.1	334	Mortierella hygrophila	>KAF9540959.1 Cyclin-dependent kinase 3 [Mortierella hygrophila]	N/A	401	3.00E-138	65.05	235/289	2/289	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	172	KAJ1821996.1	299	Coemansia sp. RSA	>KAJ1821996.1 Cyclin-dependent kinase catalytic subunit [Coemansia sp. RSA	N/A	400	3.00E-138	63.89	233/288	1/288	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	173	XP_051416239.1	304	Gamsiella multidivaricata	>XP_051416239.1 kinase-like domain-containing protein [Gamsiella multidivaricata]	N/A	400	3.00E-138	64.48	236/290	2/290	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	174	KAJ3175985.1	310	Geranomyces variabilis	>KAJ3175985.1 Cyclin-dependent kinase catalytic subunit [Geranomyces variabilis]	N/A	400	3.00E-138	63.82	237/293	4/293	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	175	XP_046036240.1	296	Filobasidium floriforme	>XP_046036240.1 kinase-like domain-containing protein [Filobasidium floriforme]	N/A	400	3.00E-138	64.71	233/289	2/289	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	176	KAI8589655.1	310	Geranomyces variabilis	>KAI8589655.1 kinase-like domain-containing protein [Geranomyces variabilis]	N/A	400	3.00E-138	63.82	236/293	4/293	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	177	KAJ3146120.1	310	Geranomyces variabilis	>KAJ3146120.1 Cyclin-dependent kinase catalytic subunit [Geranomyces variabilis]	N/A	400	4.00E-138	63.82	236/293	4/293	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	178	KAI3623175.1	295	Malassezia furfur	>KAI3623175.1 CDC28 [Malassezia furfur]	N/A	399	4.00E-138	65.29	234/291	4/291	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	179	WVQ79056.1	297	Cryptococcus sp. DSM 104549	>WVQ79056.1 cyclin-dependent kinase 1 [Cryptococcus sp. DSM 104549]	N/A	399	4.00E-138	63.01	241/292	1/292	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	180	WFD30506.1	297	Malassezia sp. CBS 17886	>WFD30506.1 cyclin-dependent kinase [Malassezia sp. CBS 17886]	N/A	399	4.00E-138	65.19	236/293	8/293	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	181	KAJ3229610.1	296	Chytriomyces hyalinus	>KAJ3229610.1 Cyclin-dependent kinase catalytic subunit [Chytriomyces hyalinus]	N/A	399	5.00E-138	69.72	229/284	3/284	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	182	KAK4684728.1	295	Tremellales sp. Uapishka_1	">KAK4684728.1 cyclin-dependent kinase, partial [Tremellales sp. Uapishka_1]"	N/A	399	5.00E-138	64.93	235/288	1/288	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	183	KAG9084630.1	296	Ceratobasidium sp.	>KAG9084630.1 Cyclin-dependent kinase catalytic subunit [Ceratobasidium sp.	N/A	399	5.00E-138	64.63	230/294	4/294	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	184	KAG0205023.1	306	Mortierella sp. GBA30	>KAG0205023.1 Cyclin-dependent kinase catalytic subunit [Mortierella sp. GBA30]	N/A	399	6.00E-138	62.42	240/298	6/298	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	185	ORY51001.1	295	Rhizoclosmatium globosum	>ORY51001.1 Pkinase-domain-containing protein [Rhizoclosmatium globosum]	N/A	399	6.00E-138	66.08	226/286	3/286	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	186	XP_034013218.1	299	Diutina rugosa	>XP_034013218.1 uncharacterized protein DIURU_002085 [Diutina rugosa]	N/A	399	6.00E-138	64.41	237/295	6/295	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	187	TPX75767.1	296	Chytriomyces confervae	>TPX75767.1 hypothetical protein CcCBS67573_g02977 [Chytriomyces confervae]	N/A	399	6.00E-138	69.72	229/284	3/284	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	188	KAI8838823.1	296	Chytriomyces cf. hyalinus	>KAI8838823.1 kinase-like domain-containing protein [Chytriomyces cf. hyalinus	N/A	399	7.00E-138	69.72	229/284	3/284	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	189	CAE6419272.1	296	Rhizoctonia solani	>CAE6419272.1 unnamed protein product [Rhizoctonia solani]	N/A	399	7.00E-138	63.95	231/294	4/294	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	190	KAJ3277051.1	289	Terramyces sp. JEL0728	>KAJ3277051.1 Cyclin-dependent kinase 2 [Terramyces sp. JEL0728]	N/A	399	7.00E-138	64.95	228/291	3/291	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	191	GHJ85318.1	298	Naganishia liquefaciens	>GHJ85318.1 hypothetical protein NliqN6_1720 [Naganishia liquefaciens]	N/A	399	8.00E-138	64.58	232/288	1/288	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	192	VEU20411.1	318	Brettanomyces naardenensis	>VEU20411.1 DEKNAAC101349 [Brettanomyces naardenensis]	N/A	399	9.00E-138	62.96	241/297	6/297	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	193	KAG0280981.1	334	Linnemannia exigua	>KAG0280981.1 Cyclin-dependent kinase catalytic subunit [Linnemannia exigua]	N/A	400	1.00E-137	63.32	237/289	2/289	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	194	KAG0198157.1	344	Mortierella sp. GBA30	>KAG0198157.1 Cyclin-dependent kinase 3 [Mortierella sp. GBA30]	N/A	400	1.00E-137	64.6	233/291	2/291	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	195	RKP29360.1	310	Metschnikowia bicuspidata	>RKP29360.1 cell division control protein [Metschnikowia bicuspidata]	N/A	399	1.00E-137	65.32	239/297	7/297	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	196	OLL24366.1	295	Neolecta irregularis DAH-3	>OLL24366.1 Cyclin-dependent kinase 1 [Neolecta irregularis DAH-3]	N/A	398	1.00E-137	63.32	236/289	1/289	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	197	XP_006958751.1	328	Wallemia mellicola CBS 633.66	>XP_006958751.1 Pkinase-domain-containing protein [Wallemia mellicola CBS 633.66]	N/A	399	1.00E-137	63.79	235/290	5/290	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	198	OWB68027.1	317		>OWB68027.1 hypothetical protein B5S30_g3398 [[Candida] boidinii]	N/A	399	2.00E-137	63.92	236/291	2/291	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	199	KAJ2897284.1	299	Coemansia aciculifera	>KAJ2897284.1 Cyclin-dependent kinase catalytic subunit [Coemansia aciculifera]	N/A	398	2.00E-137	63.07	231/287	1/287	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	200	KAF9158265.1	310	Mortierella sp. AD010	>KAF9158265.1 Cyclin-dependent kinase catalytic subunit [Mortierella sp. AD010]	N/A	398	2.00E-137	64.29	235/294	6/294	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	201	XP_019012246.1	296	Kwoniella pini CBS 10737	>XP_019012246.1 CMGC/CDK/CDC2 protein kinase [Kwoniella pini CBS 10737]	N/A	398	2.00E-137	63.67	235/289	1/289	Query	Subject	Fungal
Cell Cycle Regulation Proteins	Cyclin-dependent kinase 1	P06493_blastp_results.txt	P06493	202	KAJ2665418.1	299	Coemansia sp. RSA	>KAJ2665418.1 Cyclin-dependent kinase catalytic subunit [Coemansia sp. RSA	N/A	398	2.00E-137	62.37	231/287	1/287	Query	Subject	Fungal
